,review,star
4563,home button was not working when opened from package needed the phone urgently so i had to take it to a repair place myself instead of waiting a few weeks for another one  seems like a very basic function to make sure works as they said its been tested  avoid buying unless you can risk obvious malfunctions like this ,1
4564,battery only lives for two hours of light use  save yourself time and shop elsewhere  got it for my daughter who doesn’t use it much  the battery goes from    to nothing within     hours  contacted the company and they said they battery life was acceptable  save yourself the headache ,1
4565,this works just like new and we had no issue setting up with the verizon sim card  no physical flaws  fast shipping ,5
4566,great camera and superb seller support  would recommend this seller for buyers of refurbished camera ,5
4567,so far so good  every thing i’ve tried works  ,5
4568,it says in the description that the phone is fully unlocked  it s not okay  so first  it showed up at my house not even factory reset  then i find out it was used as a business phone for someone using t mobile  then i went to check the iemi because my carrier is a government sprint based carrier  it wouldn t work  it was not compatible despite being  fully unlocked emailed the seller since it s obviously not fit for my needs  it s currently only good for an ipod touch if that    avoid this at all costs  it s not a good idea  i regret every moment ,1
4569,this was  supposed to replace my other iphone for work phone   won t accept my apple id password  will not download apps needed for work  as i have to travel  please resolve issue asap as an iphone is badly needed for work ,1
4570,day    brilliant   well packed  received accessories and phone cover i wasn’t expectinggreat service,5
4571,phone was just as advertised   works great   renewed phone was in excellent condition  ,5
4572,awesome,5
4573,it was great    it works well with tmobile  it was a gift for my mom and she was excited ,5
4574,i’m very happy with my new phone buying your phone from amazon versus going through phone companies it’s better,5
4575,my son loved his phone to bad it could not come with a sim card,5
4576,didn’t give an option to ship it so it would arrive sooner ,5
4577,nice item  fast shipping,5
4578,exactly what we were looking for and accurate description   thank you ,5
4579,so so,1
4580,this product came as a complete disappointment  broken  turned on and off whenever it felt like  it didn’t keep charge  the turn on off button wasn’t even working properly and the was a glimpse  of light showing in the lower left side of the screen  trademore’s customer service was horrible  even though they accepted the refund request immediately  they never gave me the money back   it took me a month of begging them   and amazon finally stepped in and gave me my refund  i bought another phone from them at the same time  the other phone seems to be working just fine ,1
4581,less than a month in and the battery lasts an hour  useless ,1
4582,i am very happy with my purchase  it arrived on time and works perfect,5
4583,teenager needed new phone  in comes dad and prime   day shipping to save the day ,5
4584,my daughter wanted a newer phone  this one fit the bill  good phone for the money ,5
4585,bought this phone to replace my girlfriends iphone    seemed to work ok at first but then we noticed that it hadnt been updated in years and was refusing to do so  her iphone seven was running on a newer ios then the    upon trying to update  the phone went into a restart loop and wouldnt even stay on for more than   seconds at a time  in the process of returning it and hopefully finding a fairly priced phone from a different seller that does work before the holidays  would definitely not recommend,1
4586,mint phone  inserted my sim card and it booted right up,5
4587,perfect product  el mejor producto a buen precio perfecto estado y lo más importante la batería viene como nueva,5
4588,phone was in good exterior condition  however  phone battery was going dead after five minutes or so even when fully charged  this was although battery health was      even while it was charging it would go dead sometimes  don’t live in the us so was unable to return as i was on holiday when the phone was received  had to buy a battery and pay a technician to change it  do not buy ,1
4589,overall great iphone but i would of liked that it would of had a low light feature when taking pictures ,5
4590,product is legit and in mint condition  it seems to be brand new   no scratches ,5
4591,very good product at a low price,5
4592,only     battery life left  not the guaranteed    nearest ups drop off is   minutes away so not worth it to me to return asked seller for partial discount or credit but no response ,2
4593,works just like a brand new iphone   ,5
4594,the phone was basically like new everything seems to work fine on it very happy with purchase,5
4595,works great so far i’ve had it for a week and a half and there has been no problems yet,5
4596,esperaba que llegara con cargador  así fuera genérico   estado     libre para cualquier operador en colombia,3
4597,i would recommend it    great purchase  we just changed our mind and my son is buying a samsung,5
4598,excelent product  doesn’t seem refurbish  not external things to see  works really fine  battery life     i am very happy with this product,5
4599,i was worried about purchasing  a used cell phone but it has worked perfect  no complaints  thanks    great savings  ,5
4600,works great  but needs to be in better packing ,5
4601,i love my iphone   i purchased from amazon  no problems getting it set with with my phone company,5
4602,bought it on oct     today is feb    and the battery is already draining in about an hour  i am   weeks beyond the   day return policy  not good ,2
4603,i ve had this phone since aug    since yesterday  it has been powering off when it has a charge  today it went off at     when i powered it back on it was    within one minute ,1
4604,the battery only lasts a few hours  by lunch time ive to charge it again ,3
4605,i bought this phone for my spouse and so far everything has worked very well ,5
4606,your moneys worth ,5
4607,i purchased a fully unlocked  renewed  device and the phone was indeed not fully unlocked  shipping was fast and the cosmetic condition was also as described  i have no complaints there  however  the device is void null if it s not unlocked and thus  not compatible with my carrier  it was extremely disappointing as the description states that the device passed all diagnostic tests and was certified as being fully unlocked  this is major false advertising in my opinion  still waiting to see how the returns process will go with the seller   i will update this review if it goes smoothly ,1
4608,i bought this phone as a gift for a friend in uganda   the phone started malfunctioning almost right away   keypad does not work and phone turns off mid call unfortunately because of where the phone is being used it was unable to return and have not heard back from seller or amazon on ways that they could help,1
4609,battery life was low,5
4610,el iphone que  me vendieron fue una estafa  la vida util de la bateria estaba por debjo del limite normal  no puede funcionar mas de una hora sin que se apague  lastima que por ser un regolo  d cumpleaños lo comenzo a usar en julio  no deberian vender objetos en tan mal estado  me siento estafada por confiar en usterdes ,1
4611,great,5
4612,although i got the wrong size   i thought that i had ordered the plus size   it is a good product overall ,5
4613,battery dies quick,3
4614,this phone is awesome been needing a new phone for sometime now i’m satisfied with product,5
4615,excellent condition  the only way i was able to tell it was used was that the batter health was at    ,5
4616,works fine,5
4617,i ordered two of these phones  one for me and one for my wife  we are pleased ,5
4618,just like new  glad i saved so much money still paying off the new one i bought through at t ,5
4619,el hipone está muy lindo sólo tengo un problema con la carga que no aguanta y me parece que hice una mala inversión  ,2
4620,good,5
4621,the charging cable  usb adapter  and bubble wrap in the package were top quality  unfortunately  the iphone was stolen somewhere between the shipper and our house  and the seller refuses to deal with the matter  but i ve used the charger and cable several times on my other phones  and they work great ,1
4622,unfortunately my phone wouldn t power on after trying three chargers and two outlets  i called and after talking to two reps  no one could offer a solution so i sent this back requesting a refund i have yet to get  very disappointed  i still need a replacement phone but i refuse to pay for one when i haven t even been refunded what i m owed ,1
4623,so far i really like the phone  so i’m definitely giving   stars ,5
4624,works well  good battery life  thank you    great price ,5
4625,everything is like new except for the battery health which is    as described ,5
4626,the product never worked and i’m not really good at returning items   i have a hard time printing off the labels to send back   just wish it was checked out before sending to me    ,1
4627,product came early and everything was in order no blemishes what so ever,5
4628,it’s an apple product ,5
4629,don t like the fact that it doesn t have a port for headphones   otherwise  it s a phone  serves my purpose ,3
4630,love my phone  i ve had no issues with it  i love that it came with a screen protector ,5
4631,came in two day was suppose to take    phone is like brand new ,5
4632,purchased “fully unlocked” iphone   and it will not work with sprint   after entering the imei on multiple wireless carriers  only   worked with this “fully unlocked” cell phone after contacting breed who manages the sales of this phone   the response received was   “ even if a phone is unlocked  we cannot guarantee that your service provider will accept it  ”so buyer beware if you buy a “fully unlocked” phone or won’t work on all carriers as advertised   in the area the ad included all carriers including sprint however that was not true ,1
4633,everything came good and intact,5
4634,hesitant to purchase used phone  but turned out great  good price  easy to activate ,5
4635,phone works great haven’t had not one problem with it i love it honestly and would definitely order another one ,5
4636,i didn’t get the official earpods or the charger,3
4637,very apprehensive about buying this but it turned out perfectly and was exactly what i ordered,5
4638,don t buy the speaker is going out can t understand people don t feel like going the the hassle,2
4639,ordered this phone as a christmas gift  it showed up on time  everything worked on the phone  but the battery life was diminished  having a hard time contacting seller to be replaced ,2
4640,the kid got it for his   birthday  he loves it and it works great   ,5
4641,good,5
4642,a few months after buying  the battery exploded  when i thought this item it was labeled as an “amazon choice” product  no sure what means to me anymore  anyways  i ended up just buying the iphone se straight from my carrier ,1
4643,fingerprint reader spotty but it could be me  otherwise perfectly fine phone exactly as advertised ,5
4644,i bought it for my mom   works great   no issues and she loves it,5
4645,my iphone   works like new,5
4646,this phone did not work with my carrier even though i was assured it would   i never hooked it up because it was not compatible with t mobile sprint   i sent it back exactly how it was sent to me  all the accessories  in absolutely perfect condition and they charged me a    restocking fee     i have been communicating back and forth where they finally said a supervisor would call me but never did  i would definitely not recommend this seller it was a terrible experience,1
4647,do not buy and do not hook up apple account on wifi to it before u find out ur carrier can not can not use the phone and have to return it  i may be paranoid but even if u factory reset phone it never really gets deleted  food for thought  just might be a scam to get info on u  also my first review on amazon  never felt the need to rate a product til now,1
4648,i’ve had my phone for about   months now and i’m having problems with it ,2
4649,fue muy buen producto   fue lo esperado,5
4650,well the phone was perfect  everything worked however currently sending back because it wasn’t unlocked for my sim,3
4651,great phone for the value been an iphone user since its inception so i know value when i see it,5
4652,i am returning this product because it does not support metropcs and i assume that an unlocked phone means just that  wasting our time trying to unlock a phone that does not even support our current network is not fun  please be more specific about what networks your phone support  kudos for delivering a product one week early ,2
4653,the display is not as vibrant and colorfull as my previous iphone  while the touch screen is functioning properly something is not right with the screen colors  i suspect the screen was replaced with some cheap knock off and not an apple genuine part  i should had spent    more and got a brand new one from apple  i regret this purchase ,2
4654,the phone looked undamaged   when turning it on  the apple logo came on and would not advance any further than that   i tried several different ways to reboot it  but it stayed in the same position   i even called apple and they could not get it to reboot   i called the seller but they were closed for the day   when i pay over    for an item  i expect it to work when it comes out of the box   i called amazon  and they informed me to send it back and i would get a full refund  so i did just that ,1
4655,great phone  looked almost brand new  i trust amazon s certified used phones now ,5
4656,phone has minor wear and tear but works perfect  shipping was quick would recommend ,5
4657,battery doesn t keep charge,3
4658,i liked for the price  it came in great condition would definitely buy from them again,5
4659,first iphone i have ever owned  love it and was half price of new one ,5
4660,nothing is wrong with it also i do wish it came with earphones,5
4661,this phone looks and operates as good as new ,5
4662,compre   teléfonos y uno venía     y el otro venía inflado  con la pantalla despegada ,3
4663,great,5
4664,battery life is poor,2
4665,my only complaint is that the iphone was locked  otherwise  it was great  looked good as new and worked well  will have to return to amazon ,2
4666,i attempted to take this phone into the verizon store and get it out on my plan  but the verizon rep said it was carrier locked to another carrier  not unlocked as the listing said  i was unable to activate and had to return  believe all the   star reviews  this seller sucks ,1
4667,almost as good as a tuggie,5
4668,i was nervous at first but once the store activated the phone  it worked perfectly,5
4669,love it     didn t realize how small it was but it works for me ,5
4670,shipping was very slow and late even though i asked seller for days to ship it  phone is decent and works so far  wireless charging doesn t work as it should ,2
4671,pleased with my purchase  very minor wear  but it functions like new  highly recommended ,5
4672,i purchase this refurbished phone for my son and it was activated shortly after christmas     within a few weeks  the camera stopped taking photos  because that wasn t important to him  my son didn t tell me about this until march other than the camera  the phone works fine  however  this model doesn t have a port to plug in earbuds ,2
4673,awesome,5
4674,stopped working after two months  took it into apple and they said even though it was refurbished it had a bad circuit board or whatever  so i ended up replacing it  i couldn t even trade it in because it wouldn t turn on  it had the black screen with the apple icon  and apple couldn t reboot it ,1
4675,i don’t know about other people but this phone can in excellent condition ,5
4676,bought this for my grandson for christmas  works perfect and has no issues  thank you    ,5
4677,great phone,5
4678,all seemed well   i configured fine but then when i installed the sim and tried to use it  i found out why someone had dumped it   the sound and speakers were not good   so there    checkout was not so complete after all ,1
4679,everything works will on the phone   the battery life is amazing   it looks exactly how it is i’m the picture   ,5
4680,this phone is absolutely awesome and i’m even using it to write this review,5
4681,i returned this phone because it was impossible to turn off a very loud and obnoxious shutter sound for the camera  even when the rest of the phone was on silent or vibrate   apparently phones that were originally sold in japan or korea have camera noises that are impossible to disable   it was too annoying to keep ,2
4682,it came quickly  unlocked  and as described  our son was very happy to have it ,5
4683,good,5
4684,i bought this for my dad to upgrade him from his old phone  took long  understandable tho   the phone looked perfect so we went to his carrier to try to activate it  it came up as blacklisted  definitely read reviews before buying this  update  i got a replacement phone  it worked fine ,2
4685,not sure if renewed included battery replacement i run out of battery to fast for a renewed phone   pic quality is not as good as my iphone   and touch screen is tragging a bit  not sure if i just got a bad one of many  ,2
4686,the phone would not activate so i contacted my carriers tech support  they attempted and told me it was locked  i took it the the local carrier store the next day and they attempted to activate  after entering the phones i d  info  they said the phone was  blackmailed from their system   i ask what would cause that and they said the phone had problem been stolen and disabled  i don t need this fustration   your call though ,1
4687,like new product  not even a single scratch and works absolutely fine loved  it ,5
4688,my phone is perfect  i have no issues with it going   months very please,5
4689,he loves it  he can’t put it down,5
4690,i bought for my wife it is very satisfied ,5
4691,this was christmas gift for my daughter  it was just what i expected ,5
4692,i love this  it works so well and i am very happy with this and the price,5
4693,just as advertised,5
4694,i took the i phone   to verizon   agent put  a new sim card in the phone and there wasn t any service   could not connect to service   all other features in the phone worked very well   just had no service       very nice looking phone   sorry this didn t work ,2
4695,much more “used” than one would think  but works fine ,3
4696,super price  one of the best that apple manufacturered  looks brand new  great item,5
4697,very happy with looks  function and battery   i would recommend to others ,5
4698,my refurbished phone ginger print reader was working intermittently when i unpacked it ,3
4699,arrived like a brand new product  no problems so far ,5
4700,bought the item for my   years dauther who lives abroad  activated it only when i returned to my homeland overseas  two weeks in use  and the device stopped working  so frustrating   couldn t get any refund nor return the item  because too much time has passed and i no longer live in america      so frustrating   just lost my money  i advise against buying ,1
4701,phone doesn’t hold a charge it can only be off the charger for maybe     hours  phone will state i have service but won’t actually have service  doesn’t want to charge past    most of the time  have to reset the phone completely upwards of   times a day to stay connected to the towers  not a great phone at all ,1
4702,it looks like completely new  works very well  the battery life is very good also  happy for this order,5
4703,the product was received very fast   it was just as described and i have a very happy daughter ,5
4704,the phone looked brand new but i returned it because i don’t need it anymore,5
4705,was used for a gift  it was well received setup was easy and functioning well ,5
4706,best phone i ve gotten yet on amazon  in perfect condition,5
4707,phone was great ,5
4708,excellent phone   like new   didn’t look used at all   came with glass screen protector installed  nice touch ,5
4709,contacted this seller but have not heard back  the phone is dead after one month  will not charge has zero power and screen is black  should have bought from apple direct i am so mad that no one from this company has contacted me  live and learn ,1
4710,i bought this so my middle school child could have an affordable iphone ,5
4711,aesthetically the phone looks great  however there were some issues with the microphone  the phone is refurbished so i didn’t expect it to be perfect  but it’s been a struggle to make calls record videos ect  would definitely be worth the money if it fully worked ,2
4712,the phone was in like new condition but the speaker in the phone to hear from while on a call was low volume and muffled  i tried all settings to try to remedy the problem but it remained low and muffled  i had to return it to amazon ,1
4713,todo de acuerdo a lo especificado  iphone completamente desbloqueado  y en buen estado  mínimas señas de uso ,5
4714,very happy with this purchase i would buy from them again  excellent ,5
4715,i bought two     one was unlocked  the other was not  sent them abroad as gifts  and when tried connecting     well     one was not unlocked  they offered for me to return it and refund the money    only thing is    i was charged around       if i wanted to ship it back   if i wanted to return it i had to bring it back    they offered to cover       well  buy it to use only in the us     chances it is not unlocked  had to pay       additional to have unlocked,1
4716,el producto llegó muy bien a paraguay  funciona perfectamente,5
4717,works like new  thanks for providing this product at a reasonable price ,5
4718,si vas a comprar este producto asegúrate que no este bloqueado para tu país ,5
4719,it’s legit  i really can’t say anything negative about it   worth it    ,5
4720,my daughter loves her new phone and so far has had no complaints,5
4721,great condition,4
4722,gave this phone as a gift  couldn’t be happier  like brand new   ,5
4723,this phone will not let me download any apps at all  zoom  duo  webex  messenger  webex meet  nothing     it won’t remind ma of meetings  appointments even though i set it up in my calendar to do so  and it always tells me my password is wrong even when i change it as instructed to  i have missed so many meetings because of the many issues with this phone  this phone is wack  i thought y’all tests these products like you test for covid   ,1
4724,works and look brand new ,5
4725,i was very disappointed when getting this phone  first of all  it says it is up to date but it had a very outdated software according to the apple store and i couldn’t hear out of the speaker so i had to talk to everyone on speaker  i ultimately traded in my phone at the apple store for    trade in value and got a new   plus instead  it sucks because i paid    for the phone and had it for less than a min so i was out     buyer beware i would not recommend buying from this supplier ,1
4726,phone was just as promised   thank you,5
4727,didn’t come in the best of shape  scrapes  gouges all over corners  also scratched screen  could have been in better condition but overall okay ,2
4728,it s definitely  buyer beware  when buying a  renewed  iphone from verizon    because verizon s iphones are not truly renewed   the last two that i have purchased from verizon have had their battery health levels fall below   within three     weeks  and two     months  respectively   one of the two displayed a  battery significantly degraded  message   what a waste of my time and amazon s refund  shipping  and return expenses   suggestion for verizon   why don t you focus your efforts on selling iphones that have acceptable levels of battery health    neveragainfromverizon,1
4729,not the best   wont   keep charge       hard to hear sometimes,3
4730,item not as described  as a matter of fact  it was almost invisible  beware ,1
4731,it s republished one  and has been used everyday for   month but it s working perfect so far ,5
4732,received the information iphone everything is in new condition except for the battery  it says it needs to be replaced  which they said it would be no problem to give me a refund except that means waiting for them to receive my phone to issue the refund  then the wait for it to clear my account  then buy new phone and wait for it to come in  all while not having a phone period  just a hassle ,1
4733,works great  fully unlocked and had very few scratches,5
4734,not even in use for a year and the battery is shot disappointed     should have just bought a new one or got it from apple they have used ones too,2
4735,llego en día y medio  lo traje a colombia y funciono perfecto,5
4736,works as i anticipated it would   no problems thus far ,5
4737,it came in cracked and was supper small my daughter cried,1
4738,maybe its just me but when i pay    for an old iphone   even though it s refurbished  it still should work i sent this to my sister who broke her old phone and now she even though we bought this  she can t use be cautious of this seller ,1
4739,i was worried about buying a renewed phone but the phone works perfectly  i have no complaints ,5
4740,trying to make calls on speaker phone has audio issues ,3
4741,muy buen producto  no viene con cargador original en excelentes condiciones a un excelente precio,5
4742,it appears to new  no scratchs or dings found  works as new,5
4743,phone came with    battery life and died pretty quickly  i expected them to replace the battery ,2
4744,it’s really good came in great condition everything is great,5
4745,it works really good  fast delivery ,5
4746,excelente,5
4747,update   the camera stopped working  and right after the warranty went up  do not get  the only thing that is off about this phone is the battery  the battery needs   almost   charges a day depending on the apps i use  not too bad tho it is an only iphone ,2
4748,very good condition  with minimum signs of use,5
4749,this is the real thing  phone works perfectly  it is at t locked as described  but not a problem if you have them as your carrier ,5
4750,this is a renewed but as you see looks like new and work perfect,5
4751,no le anda el altavoz de abajo  una pena  no lo puedo mandar dado que estoy en uruguay ,2
4752,it was exactly what i was told   it came early  was the color and in perfect working order ,5
4753,phone was essentially new  no scratches or dents  i’m very satisfied with this purchase,5
4754,i ordered   of these phones and they were like new condition and worked as such,5
4755,phone showed up as promised  it was not the correct color and it was missing the door tray that holds the sim card in place ,2
4756,purchased for a gift and the recipient was happy,5
4757,the phone looks brand new and came with a screen protector on it   couldn’t be more thrilled ,5
4758,beautiful phone  works perfectly ,5
4759,just as described  packaged great  everything included  clean and nothing broken  like new condition ,5
4760,excelente,5
4761,has a crack on the home button,3
4762,great phone   good size   came in great shape ,5
4763,even arrived with a glass screen protector  ,5
4764,i’m happy  had a smal dent on a corner  nothing like what i expected though  great phone  seems new  and clean,5
4765,these are sold as  renewed  but there was nothing renewed about the phone i received  they just slapped a clear plastic protector on it to make it seem like new  the screen had scratches on it  the phone was dirty   dirt in the creases and especially in the speaker holes ,2
4766,it’s a great back up for the price i only use iphones,5
4767,thank you for the iphone  ,5
4768,the phone arrived swiftly and works great  ,5
4769,showed up broken  camera was shaky blurry and sound didn’t work,1
4770,muy buen estado  recomendable ,5
4771,worked fine when i activated it  had no issues,5
4772,prefect works great and cheap ,5
4773,after spending an hour at the verizon store to activate and transfer everything over  found this phone needs to be returned   in the process of calling about this renewed product   the phone only works using the speaker  drops calls and when speaking into the phone normally  the voice quality is muffled and the other person cannot hear me ,1
4774,just as the description says  clean  the charger seems original ,5
4775,phone will be on charger and at   and will drop charge within   mins,1
4776,it is a nice phone i will come back when i need a new phone ,5
4777,daughter loves it and it came early,5
4778,bought as a gift so i cannot give you any more info till christmas ,5
4779,i got it tried to charge it it wouldn’t hold a charge to turn on,1
4780,funciona excelnete     desbloqueado  presenta pequeñas rayas en la pantalla ,3
4781,i am very satisfied with this purchase  shipping was fast  very good condition ,5
4782,the equipment was in great shape  and the memory was wiped  a great alternative to new phones ,5
4783,works well for what my daughter needed but battery died in   months,5
4784,arrived as expected   works great ,5
4785,product came as described in good condition,5
4786,love it  replaced my old   plus and i couldn’t be happier ,5
4787,i bought this for my sun and he loves it  thanks you ,5
4788,phone is really like new  everything work without problems ,5
4789,used it for   months  still work well  no problem appeared yet ,5
4790,it is an excellent choice to get a cheap fully functional phone,5
4791,should’ve returned this right away but couldn’t spend any more time without a phone  i bought a refurbished phone prior on amazon and was very happy with it  but now i guess i’ve learned my lesson ,1
4792,nephew love it but i had to go pick it up from fedex in columbus to get it ,5
4793,i didn t expect much since it was so cheap but it works great  ,5
4794,phone was advertised as unlocked  it was not  we had to visit our carriers store  then call customer service  only to find out there was no way they could help us  charger that came with phone did not work at all  phone did have quite a few scratches  and customer support wasn t able to unlock phone or provide much help  if you buy a phone here it will just waste half a day of your life  and you will end up returning it ,1
4795,have just received phone and set it up today ,5
4796,it came in a really good condition  it was unlocked and all ,5
4797,i have bought this phone  i phone    and used for   months and the camera was not working  i have return the item and have to wait more than a month and still have not received the return money yet  i do not influence any friend of my to buy anything from this provider any more  so distressful and not convenience  sorry to have to say so if it hurt your feeling ,1
4798,it says in brand new sealed box but wasn’t  it was like a generic no brand cell phone prepaid cheap cellphone box  not brand new at all  it was setup and had scratches on the screen  looked good sure but not brand new in a sealed box like they claim ,2
4799,always afraid of refurbished products  but not bad at all wife hasn t complained yet lol its been over a year ,5
4800,a phone was created to listen by its skrakers the things  when this basic thing doesn t work as expected i scare the rest of the things fail in any moment  terrible quality inspection ,1
4801,mint condition  and work like a brand new one ,5
4802,it’s been   months the phone is working good ,3
4803,sorry i decided to keep the phone,5
4804,works great ,5
4805,the phone i received was not working and it would consistently shut down randomly and then after a few days it shut down completely and won’t turn on  honestly if you can’t even keep a product functional  don’t bother selling it  i’ve lost so much on this  what do you expect me to do now  we even showed it to a phone repair company and they said that all the batteries were working but they couldn’t figure out what was wrong with it although it’s functions seem to be fine ,1
4806,i shouldve bought insurance   i just didnt think the phone would break in   months   now the kid has to use aiphone   borrowed from a family member   you get what you pay for ,2
4807,the phone came with many scratches on the back and the sides and not to mention that the battery life was at    didn’t even come with a cord just the box,2
4808,i purchased this for my son s birthday and there is air bubbles under the screen which makes it harder to press the screen   i bought   different phone cases because the other   did not fit correctly because of the way the phone screen is improperly put on  i called customer service and was told i will receive a phone call from the seller but never did  i m highly irritated because this was a gift ,1
4809,this phone has been trouble free   glad i took a chance versus paying for a new phone ,5
4810,phone shuts off randomly  it’s annoyong when it’s an important call you’re on  i only had it for   days    but it’s refurbished so you risk it ,2
4811,phone was faulty and returned and still not credited   the battery will turn off if it was not attached to the wall plug  so the only way i could use this phone as if it was plugged into a receptacle very disappointed,1
4812,bought this for my girlfriend as a temporary phone but she cracked her screen and we took it in the repair store and they told us that the previous owners put tape and things they shouldn’t have in the inside of the phone and that it was garbage  don’t buy any from amazon it’s a scam every time ,1
4813,good condition  works well,5
4814,it came pretty much brand new  everything works  charger that came with it works  very satisfied,5
4815,bought this for my wife and she loves it ,5
4816,so far so good  don’t want to jinx myself  love this phone  very happy with it ,5
4817,it s been less than   months since i had the phone and the battery stopped working and i took it to an authorized apple repair shop and they did a diagnostic test and they said it is inoperable   i emailed the seller a few days ago with an automatic response and no contact after that ,1
4818,item looked to be in mint condition and battery was at    health ,5
4819,perfect    great condition even though it is refurbished,5
4820,i love everything so fari love my new phone,5
4821,the phone arrived in immaculate condition and after   months i’ve had no issues whatsoever ,5
4822,it’s what i orders     it’s pretty nice even had a screen protector already on the phone,5
4823,great condition   no scratches or dents and phone is unlocked  couldn’t ask for anything else  ,5
4824,it’s ok,5
4825,phone was delivered before expected  and in excellent condition  well worth what i paid ,5
4826,the phone doesn’t have portrait mode or some important aspects of a iphone  ,3
4827,bought for my daughter and she loves it and still has it lol,5
4828,hello  i purchased my phone in march  the screen started to lift last week  today my screen has a gray hue with light blue vertical lines  i understand these phones are refurbished  however i don’t believe the screen was fixed well before reselling  please contact me for my options as i am afraid the screen will completely  be gone  thank you,1
4829,iphone arrived in new condition and programmed perfectly  thanks  bc,5
4830,good device,5
4831,producto en muy buenas condiciones  sin defectos visibles  excelente,5
4832,i used this phone for my daughter’s first iphone i’ve only had it for       months and her battery life is at    the batteries sucks and i won’t recommend this product to anyone,1
4833,i have decided not to return the phone ,3
4834,as listed  fast shipping  would buy again from this seller  thank you ,5
4835,it was in mint condition and works perfect  it came with a box and charger ,5
4836,finger print reader sometimes don’t workbattery drains fast,5
4837,fue un regalo para mi hija de cumpleaños número  ,5
4838,great phone for the money ,5
4839,as described  great quality  no obvious scratches   battery at   ,5
4840,like new,5
4841,phone is definitely defective  the battery life is weak and it is not worth the price  will be returning phone do to not being able to enjoy the phone without constantly charging it,1
4842,not great screen  veiw  but works for streaming,3
4843,dependable and fast shipping  product as described would buy again,5
4844,good product,5
4845,el iphone a trabando en optimas condiciones  buena calidad ,5
4846,love it,5
4847,it works perfectly  its good  and no scratches  just perfect  i love it  its so worth it ,5
4848,worked well and had no issues  thank you for a good transaction ,5
4849,she seems to like it fine ,5
4850,i basically got a new phone i really haven’t seen a problem so far  no scratches or anything ,5
4851,exactly what i ordered,5
4852,not sure what to say  it doesn t indicate whether i can use this phone overseas,2
4853,love it,5
4854,unfortunately the battery does not last and had to return  never bought renewed products now i know why ,2
4855,bluetooth and wifi didn’t work at all so i ended up taking it to the apple store to see what was wrong and they told me basically phone was no good and you were not able to fix that problem ended up getting my money back for the phone… very disappointed ,1
4856,not what we expected by item description   it has low battery capacity  a chip  and a scratch   we are returning it ,2
4857,works like new  no complaints and it’s been good for the last few months ,5
4858,i had an android prior to this stupid iphone  i was talked into purchasing it because i was told it was easier to use  not true  it’s very complicated plus it has a minor scratch on the screen  hate it  hate it  hate it  i couldn’t be more dissatisfied     ,1
4859,not impressed with the refurbished option from this seller  it is having major issues since i powered it on  battery was definitely end of life at time of purchase so i basically bought a lemon ,1
4860,i think that you should mention it doesn’t come with a sim card,5
4861,wholly unimpressed with amazon s  renewed  service    i bought a phone compatible with t mobile  but our sims wouldn t work  after an extended support call we found out the phone was locked to a carrier in japan  it was suggested that i could call them to ask for the phone to be unlocked    yeah no thanks    also  the phone just randomly shuts off  mid use  and the phone s screen is black and the button is unresponsive  nice job at  renewing  so whatever  renewed  means to amazon  it is not  refurbished  functioning phone   returning it and shopping elsewhere ,1
4862,the phone is great and works well just like the add said,5
4863,we have been having issues with using the internet and wifi with the phone  service issues when we shouldn’t have them  and not being able to send or receive texts and calls as well,2
4864,muy bueno megusta amazon,5
4865,i’ve only used it for a few days but it looks like new and everything is working ,5
4866,the phone is great quality  no visible marks or scratches  and great camera and touch response,5
4867,this phone works as if it was brand new  no one would ever know it was refurbished ,5
4868,the battery must be bad so when u take the phone off the charger it immediately goes down by     ,2
4869,phone worked for a day then icons would disappear from screen   the “thinking icon” would randomly turn on and lock the phone for   minutes   so bad we went back to the old phone because it was not usable ,1
4870,my daughter bought this phone with all of her savings and only   months later it has crashed  the message is stating press home to upgrade but it will not go beyond that screen  verizon told us to check with apple store  which is   hours away  but it may or may not be fixable  very disappointing ,2
4871,los iphone siempre serán lo mejor a mi parecer,5
4872,good,5
4873,great phone love it,5
4874,i don’t like the battery life but other than that it is a great phone ,5
4875,came in very good condition  my brother loves it,5
4876,love it looked brand new came early,5
4877,the phone seems good on the quality until now  thanks ,5
4878,i’m happy that i bought this phone  camera and i love that i have so much space,5
4879,works great  very smooth,5
4880,excellent delivery as promised  perfect condition and very pleased  highly recommended    ,5
4881,so far so good might edit later if something goes wrong but product is good out the box ,5
4882,all and all a very good phone came in like new condition,5
4883,perfect,5
4884,phone is in perfect condition couldn’t be happier,5
4885,works great  brand new basically no problem not a rip off ,5
4886,sound quality is terrible ,3
4887,longer battery life  wonderful picture quality ,5
4888,working great  will order again if need to ,5
4889,i got this for a gift for my wife  she loves it ,5
4890,the phone was received in an excellent shape  not a scratch and had    battery life,5
4891,item arrived within delivery window   item was as described  item performed as described ,5
4892,i just got the iphone    renewed  fully unlocked delivered  i was initially happy as the phone was in great condition  data transfer from old iphone went off without a hitch  the sim card from my old iphone even worked  unfortunately  that was as good as it got  and after using the phone for just a few minutes i realized there were big problems this iphone    renewed  would just inexplicably power down when my fingers were interacting with the screen  the so called  inspection  of this phone was performed poorly  very disappointed ,1
4893,the phone is not unlocked  it say it is but it s not and i took it to apple store the carrier and they couldn t lock it either  i don t want anyone buying these phones and they have to go through what it did  i had to ship it back at ups only smh and wait     days for my money back,1
